Year,Make,Model,Used/New,Price,ConsumerRating,ConsumerReviews,SellerType,SellerName,SellerRating,SellerReviews,StreetName,State,Zipcode,DealType,ComfortRating,InteriorDesignRating,PerformanceRating,ValueForMoneyRating,ExteriorStylingRating,ReliabilityRating,ExteriorColor,InteriorColor,Drivetrain,MinMPG,MaxMPG,FuelType,Transmission,Engine,VIN,Stock#,Mileage
2019,Kia,Forte LXS,Used,"$13,995 ",4.7,161,Dealer,"Ournextcar, LLC",3.4,24,9844 Paramount Blvd Downey,CA,90240,Great,4.8,4.7,4.6,4.7,4.8,4.7,–,–,Front-wheel Drive,30,40,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,3KPF24AD9KE118605,118605,63859
2012,Volkswagen,Passat 2.0 TDI SEL Premium,Used,"$9,995 ",4.6,137,Dealer,AutoNation CDJR FIAT Johnson City,4.4,731,3700 Bristol Hwy Johnson City,TN,37601,Fair,4.7,4.6,4.5,4.7,4.6,4.7,Gray,–,Front-wheel Drive,30,40,Diesel,6-Speed Automatic with Auto-Shift,2.0L I4 16V DDI DOHC Turbo Diesel,1VWCN7A35CC107092,CC107092,146137
2019,Volkswagen,Jetta 1.4T S,Used,"$15,999 ",4.5,258,Dealer,Amazing Auto Center,2.6,5,223 B West Hampton Ave Capitol Heights,MD,20743,Great,4.5,4.5,4.4,4.5,4.6,4.4,Black,Gray,Front-wheel Drive,30,40,Gasoline,8-Speed Automatic,1.4L I4 16V GDI DOHC Turbo,3VWC57BU9KM164298,3VWC57BU9KM164299,48300
2014,Volkswagen,Passat 2.0L TDI DSG SEL Premium,Used,"$19,999 ",4.6,135,Dealer,Seth Wadley Chevrolet Buick of Ada,4.3,77,1301 N Broadway Ave Ada,OK,74820,NA,4.6,4.6,4.5,4.5,4.6,4.5,Candy White,Beige,Front-wheel Drive,30,40,Diesel,6-Speed Automatic with Auto-Shift,2.0L I4 16V DDI DOHC Turbo Diesel,1VWCN7A36EC071237,JH1926,91334
2020,Volkswagen,Jetta 1.4T S,Volkswagen Certified,"$21,977 ",4.9,25,Dealer,Gunther Volkswagen Volvo Mitsubishi Coconut Creek,4.8,1565,4300 SR 7 Coconut Creek,FL,33073,Great,4.9,4.9,4.9,5,4.9,4.9,Black,Titan Black,Front-wheel Drive,30,40,Gasoline,8-Speed Automatic,1.4L I4 16V GDI DOHC Turbo,3VWCB7BU1LM036200,U19164,13309
2020,Kia,Forte LXS,Used,"$20,750 ",4.8,85,Dealer,Transitowne Kia,4.7,444,3160 Transit Rd West Seneca,NY,14224,Good,4.7,4.8,4.6,4.8,4.8,4.7,White,Black,Front-wheel Drive,29,40,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,3KPF24AD0LE245910,K3893P,14785
2021,Kia,Forte LXS,Used,"$21,881 ",4.8,46,Dealer,Randall Reed's Planet Ford 635,4.6,516,3601 S Shiloh Rd Garland,TX,75041,Great,4.8,4.9,4.8,4.8,4.9,4.8,Aurora Black Pearl,Black,Front-wheel Drive,29,40,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,3KPF24AD5ME332896,N0955A1,26116
2015,MINI,Hardtop Cooper,Used,"$15,900 ",4.8,37,Dealer,Performance Chrysler Jeep Dodge RAM,4.3,489,1130 Automall Dr Columbus,OH,43228,Good,4.5,4.8,4.9,4.6,4.9,4.9,Electric Blue Metallic,Carbon Black,Front-wheel Drive,29,40,Gasoline,6-Speed Automatic,1.5L I3 12V GDI DOHC Turbo,WMWXS5C5XFT831877,FT831877,77270
2013,Mazda,Mazda3 i Touring,Used,"$16,995 ",4.7,80,Dealer,Carolina Family Motors,4.3,19,2722 Charlotte Hwy Mooresville,NC,28117,Good,4.5,4.6,4.8,4.8,4.7,4.8,Velocity Red Mica,Black,Front-wheel Drive,28,40,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC,JM1BL1VP1D1741124,BL-741124,45258
2019,Lincoln,MKZ Hybrid Reserve I,Used,"$31,500 ",4.9,7,Dealer,Auto Giants Nissan,4.1,210,14777 Jefferson Davis Highway Woodbridge,VA,22191,Great,4.9,5,4.9,5,4.9,5,Blue Diamond,Cappuccino,Front-wheel Drive,42,39,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,3LN6L5LU5KR622217,G0315,31792
2013,Lexus,ES 300h Base,Used,"$19,999 ",4.7,70,Dealer,Premier Automotive,3.4,159,17575 Old Stage Coach Rd Dumfries,VA,22026,Great,4.8,4.7,4.5,4.5,4.7,4.8,Starfire Pearl,Light Gray,Front-wheel Drive,40,39,Hybrid,Automatic CVT,2.5L I4 16V MPFI DOHC Hybrid,JTHBW1GG6D2000190,PA5378,89959
2017,Nissan,Versa 1.6 SV,Used,"$9,700 ",4.3,118,Dealer,Auto Palace,4.6,151,4621 W Broad St Columbus,OH,43228,Great,4.3,4.2,4.2,4.4,4.4,4.5,Silver,Gray,Front-wheel Drive,31,39,Gasoline,Automatic CVT,1.6L I4 16V MPFI DOHC,3N1CN7AP6HL870422,PW12,81569
2019,Nissan,Versa 1.6 SV,Used,"$19,950 ",4.4,48,Dealer,Auto Class Direct,4.3,47,825 K Ave. Plano,TX,75074,Fair,4.5,4.4,4.1,4.4,4.4,4.5,Fresh Powder,Charcoal,Front-wheel Drive,31,39,Gasoline,xtronic cvt,4 Cylinder Engine,3N1CN7AP4KL850984,850984,61690
2014,Honda,Civic LX,Used,"$13,900 ",4.6,253,Dealer,Atlanta Best Used Cars,4.4,1142,5141 Buford Hwy Norcross,GA,30071,NA,4.5,4.5,4.5,4.6,4.6,4.8,Modern Steel Metallic,Black / Red,Front-wheel Drive,30,39,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,19XFB2F58EE210279,EE210279-256,30505
2015,Honda,Civic LX,Used,"$15,995 ",4.7,307,Dealer,Inline Auto Sales,4.2,154,2900 N Main St Fuquay Varina,NC,27526,Good,4.6,4.6,4.6,4.7,4.6,4.8,Black,Black / Red,Front-wheel Drive,30,39,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,19XFB2F55FE073707,73707,47467
2015,Honda,Civic SE,Used,"$16,998 ",4.7,307,Dealer,CarMax Winston-Salem - Now offering Curbside Pickup and Home Delivery,3.5,3,1580 Hanes Mall Blvd Winston-Salem,NC,27103,Fair,4.6,4.6,4.6,4.7,4.6,4.8,Silver,Black / Red,Front-wheel Drive,30,39,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,19XFB2F7XFE226308,22827138,118645
2015,Honda,Civic EX,Used,"$18,000 ",4.7,307,Dealer,Oxmoor Mazda,4.7,965,7913 Shelbyville Rd Louisville,KY,40222,Fair,4.6,4.6,4.6,4.7,4.6,4.8,Blue,Black / Red,Front-wheel Drive,30,39,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,19XFB2F8XFE012623,MU7078,87416
2022,Kia,Forte LXS,Used,"$22,228 ",5,5,Dealer,Mark Kia ,4.4,1759,3333 N 89th St Scottsdale,AZ,85251,Great,4.8,5,5,5,5,5,Deep Sea Blue,Black,Front-wheel Drive,29,39,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,3KPF24AD8NE435540,K22577A,12042
2021,Nissan,Sentra SV,Nissan Certified,"$21,900 ",4.8,25,Dealer,Sutherlin Nissan Vero Beach,4.7,1744,946 US-1 Vero Beach,FL,32962,Great,4.9,4.8,4.7,4.8,4.9,4.8,Brilliant Silver Metallic,Charcoal,Front-wheel Drive,29,39,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,3N1AB8CV5MY253107,22442A,11327
2021,Nissan,Sentra S,Nissan Certified,"$27,500 ",4.8,25,Dealer,Bill Kay Downers Grove Nissan,4.7,2180,1601 Ogden Ave. Downers Grove,IL,60515,Fair,4.9,4.8,4.7,4.8,4.9,4.8,Gun Metallic,Charcoal,Front-wheel Drive,29,39,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,3N1AB8BV4MY262110,N7807,13561
2021,Volkswagen,Jetta 1.4T S,Used,"$23,996 ",4.8,19,Dealer,Volkswagen of Lake Charles,4.6,529,3850 Gerstner Memorial Dr Lake Charles,LA,70607,Good,4.9,4.6,4.9,4.9,4.9,4.8,Black,Titan Black,Front-wheel Drive,29,39,Gasoline,8-Speed Automatic,1.4L I4 16V GDI DOHC Turbo,3VWC57BU1MM080917,LC1566,20285
2020,Nissan,Altima 2.5 S,Used,"$22,939 ",4.7,91,Dealer,EchoPark Automotive Phoenix,4.9,237,10555 West Papago Freeway Avondale,AZ,85323,Good,4.8,4.7,4.6,4.6,4.8,4.7,Black,Charcoal,Front-wheel Drive,28,39,Gasoline,Automatic CVT,2.5L I4 16V GDI DOHC,1N4BL4BV2LC251966,RLC251966,39666
2021,Nissan,Altima 2.5 S,Used,"$23,398 ",4.9,17,Dealer,HGreg.com Orlando,4.6,2624,2510 Jetport Dr Orlando,FL,32809,Good,4.9,5,4.9,4.7,5,4.9,Gun Metallic,Charcoal,Front-wheel Drive,28,39,Gasoline,Automatic CVT,2.5L I4 16V GDI DOHC,1N4BL4BV3MN347059,123489,40195
2021,Nissan,Altima 2.5 SR,Used,"$26,998 ",4.9,17,Dealer,Mercedes-Benz of McKinney,4.4,320,2080 N Central Expy McKinney,TX,75070,Great,4.9,5,4.9,4.7,5,4.9,Brilliant Silver Metallic,Sport,Front-wheel Drive,28,39,Gasoline,Automatic CVT,2.5L I4 16V GDI DOHC,1N4BL4CV6MN410914,TMN410914,13678
2019,Toyota,Camry LE,Used,"$22,803 ",4.8,309,Dealer,Hertz Car Sales Houston South,3.6,13,10831 Gulf Fwy Houston,TX,77034,Great,4.8,4.7,4.7,4.6,4.9,4.8,Celestial Silver Metallic,Black,Front-wheel Drive,28,39,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,4T1B11HK6KU804960,54525,60652
2020,Toyota,Camry SE,Used,"$22,930 ",4.8,142,Dealer,Toyota of North Miami,4.3,435,16600 NW 2nd Ave Miami,FL,33169,Good,4.7,4.7,4.7,4.7,4.8,4.8,Red,Black,Front-wheel Drive,28,39,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,4T1G11AK8LU319625,M702359A,82611
2019,Toyota,Camry SE,Used,"$24,779 ",4.8,309,Dealer,EchoPark Automotive Dallas,4.8,4307,2615 I-20 Frontage Rd Grand Prairie,TX,75052,Good,4.8,4.7,4.7,4.6,4.9,4.8,Midnight Black Metallic,Black,Front-wheel Drive,28,39,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,4T1B11HK0KU253991,CKU253991,63191
2020,Toyota,Camry LE,Used,"$27,974 ",4.8,142,Dealer,Eddy's Chevrolet Cadillac,3.5,187,8801 E Kellogg Dr Wichita,KS,67207,Good,4.7,4.7,4.7,4.7,4.8,4.8,Silver,–,Front-wheel Drive,28,39,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,4T1C11AK1LU329976,TV7425A,47810
2018,Toyota,Camry SE,Used,"$28,000 ",4.7,781,Dealer,Lake Chevrolet,4.9,183,123 5 St. NE Devils Lake,ND,58301,Good,4.7,4.6,4.6,4.6,4.8,4.8,Galactic Aqua,Ash,Front-wheel Drive,28,39,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,4T1B11HK1JU634442,C9M1291,42615
2021,Toyota,Camry SE,Used,"$28,119 ",4.8,69,Dealer,EchoPark Automotive Huntsville Delivery Center,5,4,ONLINE ONLY Huntsville,AL,35806,Great,4.8,4.8,4.8,4.8,4.9,4.9,Super White,Black,Front-wheel Drive,28,39,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,4T1G11AKXMU441825,RMU441825,47904
2018,Toyota,Camry XLE,Used,"$28,541 ",4.7,781,Dealer,AutoNation Chrysler Dodge Jeep Ram North Fort Worth,4.2,942,11200 N Fwy Service Rd E Fort Worth,TX,76177,Good,4.7,4.6,4.6,4.6,4.8,4.8,Wind Chill Pearl,–,Front-wheel Drive,28,39,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,4T1B11HK4JU099512,JU099512,16740
2021,Toyota,Camry LE,Used,"$28,750 ",4.8,69,Dealer,Gray-Daniels Toyota,4.5,280,104 Gray Daniels Blvd Brandon,MS,39042,Great,4.8,4.8,4.8,4.8,4.9,4.9,Blue,Black,Front-wheel Drive,28,39,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,4T1C11AK2MU519318,MU519318,12872
2020,Toyota,Camry,Used,"$28,900 ",4.8,142,Dealer,Gray-Daniels Nissan Brandon,4,104,108 Gray Daniels Blvd Brandon,MS,39042,Great,4.7,4.7,4.7,4.7,4.8,4.8,Ruby Flare Pearl,Black,Front-wheel Drive,28,39,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,4T1G11AK2LU384602,LU384602,19976
2019,Toyota,Camry XSE,Toyota Certified,"$29,688 ",4.8,309,Dealer,Penn Toyota,4.6,722,2400 Northern Blvd Greenvale,NY,11548,Good,4.8,4.7,4.7,4.6,4.9,4.8,Gray,–,Front-wheel Drive,28,39,Gasoline,Automatic,Regular Unleaded I-4 2.5 L/152,4T1B61HK4KU766694,U25929D,25249
2021,Toyota,Camry,Used,"$30,595 ",4.8,69,Dealer,Matt Mazzei Chevrolet,4.3,6,1175 PARALLEL DRIVE SUITE 100 LAKEPORT,CA,95453,Great,4.8,4.8,4.8,4.8,4.9,4.9,Black,–,Front-wheel Drive,28,39,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,4T1G11AKXMU557431,P2126,15909
2019,Toyota,Camry XLE,Used,"$33,900 ",4.8,309,Dealer,McCarthy Honda,3.9,93,7979 Metcalf Ave Overland Park,KS,66204,Good,4.8,4.7,4.7,4.6,4.9,4.8,Ruby Flare Pearl,Black,Front-wheel Drive,28,39,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,4T1B11HK8KU225078,9170,10200
2016,Nissan,Altima 2.5 S,Used,"$9,499 ",4.7,237,Dealer,Prestige Imports Auto Sales,3.7,54,654 W Bridge St Morrisville,PA,19067,NA,4.7,4.6,4.6,4.6,4.8,4.6,Cayenne Red,Charcoal,Front-wheel Drive,27,39,Gasoline,Automatic CVT,2.5L I4 16V MPFI DOHC,1N4AL3AP9GC189321,189321,86692
2016,Kia,Forte LX,Used,"$12,995 ",4.7,117,Dealer,Kia of Bradley,3.5,12,1010 Tighe Drive Bradley,IL,60915,Fair,4.7,4.7,4.6,4.7,4.7,4.8,Red,Black,Front-wheel Drive,26,39,Gasoline,6-Speed Automatic,1.8L I4 16V MPFI DOHC,KNAFK4A66G5474821,B4380,108939
2020,Lexus,UX 250h Base,Used,"$39,400 ",5,10,Dealer,Auto Merchants Inc.,3.9,141,4464 W Plano Pkwy Plano,TX,75093,Great,4.9,4.9,5,4.9,5,5,Eminent White Pearl,Birch,All-wheel Drive,41,38,Hybrid,Automatic CVT,2.0L I4 16V PDI DOHC Hybrid,JTHX9JBH7L2036014,P036014,1295
2021,Lexus,UX 250h Base,Used,"$44,900 ",4.8,11,Dealer,Pohanka Lexus,4.7,1885,13909 Lee Jackson Hwy Chantilly,VA,20151,Good,4.8,4.6,4.6,4.7,4.8,4.9,Obsidian Black,Caramel,All-wheel Drive,41,38,Hybrid,Automatic CVT,2.0L I4 16V PDI DOHC Hybrid,JTHP9JBH2M2051862,RXNC351354A,10769
2017,Lincoln,MKZ Hybrid Reserve,Used,"$27,993 ",4.9,28,Dealer,Southwest Kia of Rockwall,1,4,1790 East I-30 Rockwall,TX,75087,Good,4.9,4.9,4.5,4.8,5,5,Burgundy Velvet Tinted Clearcoat,Ebony,Front-wheel Drive,41,38,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,3LN6L5MU9HR622728,HR622728A,38655
2021,Toyota,RAV4 Hybrid LE,Used,"$38,995 ",4.8,53,Dealer,Ray Brandt Toyota,4.7,2377,2460 Veterans Memorial Blvd Kenner,LA,70062,Great,4.8,4.7,4.8,4.7,4.7,4.9,Magnetic Gray Metallic,Black,All-wheel Drive,41,38,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,2T3LWRFV0MW111281,T036056Q,15966
2020,Toyota,RAV4 Hybrid Hybrid Limited,Used,"$45,499 ",4.7,97,Dealer,Walser Toyota,4.6,1177,4401 American Blvd W Minneapolis,MN,55437,Good,4.7,4.6,4.7,4.5,4.8,4.7,R,Black,All-wheel Drive,41,38,Hybrid,Variable,Gas/Electric I-4 2.5 L/152,2T3DWRFV9LW071950,3BK282T,41647
2007,Honda,Fit Sport,Used,"$9,995 ",4.6,84,Dealer,Auto Sales Express,4.5,155,960 Temple St Whitman,MA,2382,Good,4.3,4.4,4.4,4.8,4.6,4.8,Gray,Black,Front-wheel Drive,33,38,Gasoline,5-Speed Manual,1.5L I4 16V MPFI SOHC,JHMGD37697S042405,51KSPORTPKG,51505
2020,Toyota,Corolla XSE,Used,"$29,885 ",4.7,233,Dealer,Liberty Mitsubishi,4,4,600 Cambell St Rapid City,SD,57701,NA,4.7,4.7,4.7,4.7,4.8,4.8,Black,–,Front-wheel Drive,31,38,Gasoline,Automatic CVT,2.0L I4 16V PDI DOHC,JTDT4RCE7LJ022945,22EQ006B,46357
2020,Chevrolet,Spark LS,Used,"$13,989 ",4.7,39,Dealer,Auto Palace,4.6,151,4621 W Broad St Columbus,OH,43228,Great,4.5,4.7,4.4,4.8,4.9,4.8,Gray,Gray,Front-wheel Drive,30,38,Gasoline,Automatic CVT,1.4L I4 16V MPFI DOHC,KL8CB6SA1LC416084,PV94,14035
2020,Chevrolet,Spark 1LT,Used,"$15,536 ",4.7,39,Dealer,Shottenkirk Toyota of Weatherford,4.2,1630,3131 Fort Worth Highway Weatherford,TX,76087,Good,4.5,4.7,4.4,4.8,4.9,4.8,Red,Jet Black,Front-wheel Drive,30,38,Gasoline,Automatic CVT,1.4L I4 16V MPFI DOHC,KL8CD6SA6LC450046,LC450046,47942
2018,Honda,Accord EX-L 1.5T,Used,"$18,985 ",4.8,652,Dealer,Auto Kingdom,4,4,4901 Albemarle Rd Charlotte,NC,28205,Great,4.8,4.8,4.7,4.7,4.8,4.8,Modern Steel Metallic,Gray,Front-wheel Drive,30,38,Gasoline,–,Engine: 1.5T I-4 DOHC 16-Valve Turbocharged VTEC,1HGCV1F5XJA185307,VF1905,87091
2019,Honda,Civic LX,Used,"$19,898 ",4.9,275,Dealer,Auto Palace,4.6,151,4621 W Broad St Columbus,OH,43228,Great,4.8,4.8,4.9,4.8,4.9,4.9,White,Gray,Front-wheel Drive,30,38,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F65KH557852,PV90,56489
2019,Honda,Accord EX-L 1.5T,Used,"$20,900 ",4.7,223,Dealer,Stars Auto Sales,4.3,62,5048 S Packard Ave Cudahy,WI,53110,Great,4.7,4.8,4.7,4.7,4.8,4.8,Black,Black,Front-wheel Drive,30,38,Gasoline,Automatic,Engine: 1.5T I-4 DOHC 16-Valve Turbocharged VTEC,1HGCV1F57KA096179,179,75592
2018,Honda,Accord EX-L,Used,"$21,844 ",4.8,652,Dealer,John Thornton Buick GMC,4.7,413,1492 U.S. 27 Carrollton,GA,30117,Fair,4.8,4.8,4.7,4.7,4.8,4.8,Crystal Black Pearl,Black,Front-wheel Drive,30,38,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F51JA137405,NG572B,159943
2019,Honda,Accord LX,Used,"$25,500 ",4.7,223,Dealer,Lehigh Valley Honda,4.7,2285,675 State Rd Emmaus,PA,18049,Good,4.7,4.8,4.7,4.7,4.8,4.8,Crystal Black Pearl,–,Front-wheel Drive,30,38,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F18KA170609,102923A,18735
2021,Honda,Civic LX,Used,"$25,582 ",4.7,43,Dealer,Westshore Honda,4.6,1085,2522 N Dale Mabry Hwy Tampa,FL,33607,Good,4.7,4.7,4.7,4.7,4.8,4.6,Silver Metallic,Black,Front-wheel Drive,30,38,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F62MH541966,541966,14514
2020,Honda,Accord LX 1.5T,Honda Certified,"$26,280 ",4.8,151,Dealer,Brickell Honda,4.5,2748,690 SW 8th St Miami,FL,33130,Great,4.8,4.8,4.8,4.8,4.9,4.9,Platinum White Pearl,Black,Front-wheel Drive,30,38,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F12LA132584,HX27437A,13212
2018,Honda,Accord EX,Used,"$27,900 ",4.8,652,Dealer,Heritage Toyota Owings Mills,4.8,1216,9801 Reisterstown Rd Owings Mills,MD,21117,Good,4.8,4.8,4.7,4.7,4.8,4.8,Kona Coffee Metallic,Black,Front-wheel Drive,30,38,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F44JA118998,7U118998,19957
2020,Honda,Accord EX-L,Used,"$27,995 ",4.8,151,Dealer,LUXE Automotive,5,5,6115 L Street Omaha,NE,68117,Great,4.8,4.8,4.8,4.8,4.9,4.9,Platinum White Pearl,Ivory,Front-wheel Drive,30,38,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F57LA017014,ML017014B,14369
2018,Honda,Accord LX,Honda Certified,"$29,275 ",4.8,652,Dealer,Shottenkirk Honda of Cartersville,4.7,3815,539 E Main St Cartersville,GA,30121,Fair,4.8,4.8,4.7,4.7,4.8,4.8,Champagne Frost Pearl,Ivory,Front-wheel Drive,30,38,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F11JA012496,P4450,13112
2019,Honda,Accord EX-L,Honda Certified,"$29,967 ",4.7,223,Dealer,Germain Honda of Dublin,4.8,4124,6715 Sawmill Rd Dublin,OH,43017,Good,4.7,4.8,4.7,4.7,4.8,4.8,Crystal Black Pearl,Black,Front-wheel Drive,30,38,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F54KA074009,H221698A,49239
2021,Honda,Accord EX-L,Honda Certified,"$36,842 ",5,36,Dealer,Vandergriff Honda,4.6,1629,1104 West I-20 Arlington,TX,76096,Good,4.9,5,4.9,5,5,5,Crystal Black Pearl,Black,Front-wheel Drive,30,38,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F53MA069273,MA069273A,21469
2020,Toyota,Corolla LE,Used,"$7,950 ",4.7,233,Dealer,AE of Miami,3.5,63,5700 NW 27th Ave Miami,FL,33142,NA,4.7,4.7,4.7,4.7,4.8,4.8,Black,Beige,Front-wheel Drive,30,38,Gasoline,Automatic CVT,1.8L I4 16V MPFI DOHC,JTDEPRAE5LJ009579,9579,46275
2021,Toyota,Corolla LE,Used,"$19,981 ",4.8,74,Dealer,Peterson Chrysler Jeep Dodge,1.8,10,4395 Fayetteville Rd Lumberton,NC,28358,Great,4.8,4.7,4.8,4.7,4.9,4.9,Blizzard Pearl,Light Gray,Front-wheel Drive,30,38,Gasoline,Automatic CVT,1.8L I4 16V MPFI DOHC,5YFEPMAE1MP156224,221521A,47427
2022,Toyota,Corolla LE,Used,"$27,217 ",5,2,Dealer,Audi Dominion,4.4,451,21105 I-10 San Antonio,TX,78257,Good,5,5,5,5,5,5,Blueprint,Black,Front-wheel Drive,30,38,Gasoline,Automatic CVT,1.8L I4 16V MPFI DOHC,5YFEPMAE1NP285128,00P8968A,16369
2019,Honda,Civic Sport,Used,"$19,998 ",4.9,275,Dealer,Import Auto Sales,4.2,100,730 Florida Ave S Golden Valley,MN,55426,Great,4.8,4.8,4.9,4.8,4.9,4.9,Gray,Black,Front-wheel Drive,29,38,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,SHHFK7G45KU202924,I222924RE,41343
2017,Hyundai,Elantra SE,Used,"$10,795 ",4.7,635,Dealer,Clintonville Motors,4.2,8,3613 Indianola Ave Columbus,OH,43214,Great,4.7,4.7,4.6,4.7,4.8,4.8,Quartz White Pearl,Beige,Front-wheel Drive,29,38,Gasoline,6-Speed Automatic,2.0L I4 16V MPFI DOHC,5NPD74LF3HH210806,10874,68473
2019,Hyundai,Elantra SE,Used,"$13,950 ",4.7,132,Dealer,Clintonville Motors,4.2,8,3613 Indianola Ave Columbus,OH,43214,Great,4.7,4.7,4.6,4.7,4.7,4.8,Silver,Gray,Front-wheel Drive,29,38,Gasoline,6-Speed Automatic,2.0L I4 16V MPFI DOHC,5NPD74LF1KH469124,10871,30767
2018,Hyundai,Elantra SE,Used,"$18,873 ",4.8,504,Dealer,Evolution Cars,4.3,376,2014 Iris Dr SW Conyers,GA,30094,Good,4.7,4.7,4.7,4.8,4.8,4.8,Symphony Silver,Graphite,Front-wheel Drive,29,38,Gasoline,6-Speed Automatic,2.0L I4 16V MPFI DOHC,5NPD74LF2JH262420,JH262420,10826
2017,Kia,Forte LX,Used,"$14,900 ",4.8,593,Dealer,Auto Broker Texas Inc,4.5,8,6515 N Shepherd Dr Houston,TX,77091,Good,4.8,4.8,4.8,4.8,4.8,4.9,White,–,Front-wheel Drive,29,38,Gasoline,A,2.0L,3KPFK4A72HE086258,86258,55089
2016,Nissan,Sentra S,Used,"$13,998 ",4.4,131,Dealer,Kia of North Austin,4.7,1382,13175 US-183 N Austin,TX,78750,Fair,4.5,4.4,4.3,4.4,4.6,4.4,Black,Charcoal,Front-wheel Drive,29,38,Gasoline,Automatic CVT,1.8L I4 16V MPFI DOHC,3N1AB7AP2GY290361,GY290361A,91684
2019,Chevrolet,Cruze LT,Used,"$17,498 ",4.8,69,Dealer,Auto Palace,4.6,151,4621 W Broad St Columbus,OH,43228,Great,4.8,4.7,4.7,4.7,4.8,4.8,Brown,Black,Front-wheel Drive,28,38,Gasoline,6-Speed Automatic,1.4L I4 16V GDI DOHC Turbo,1G1BE5SM4K7132625,PV05,45063
2019,Chevrolet,Cruze LS,Used,"$21,998 ",4.8,69,Dealer,Weber Chevrolet Creve Coeur,4.9,2808,12015 Olive Blvd Creve Coeur,MO,63141,Fair,4.8,4.7,4.7,4.7,4.8,4.8,Silver Ice Metallic,Jet Black,Front-wheel Drive,28,38,Gasoline,6-Speed Automatic,1.4L I4 16V GDI DOHC Turbo,1G1BC5SM3K7126398,P14931,29865
2013,Hyundai,Elantra GLS,Used,"$9,992 ",4.4,329,Dealer,Southtowne Hyundai Of Newnan,4.8,994,800 Highway 34 E Newnan,GA,30265,Fair,4.4,4.4,4.2,4.4,4.6,4.5,Atlantic Blue,Beige,Front-wheel Drive,28,38,Gasoline,6-Speed Automatic,1.8L I4 16V MPFI DOHC,KMHDH4AE7DU616753,PHK22367,142189
2016,Hyundai,Elantra SE,Used,"$10,899 ",4.5,159,Dealer,Ferco Motors,3.4,48,1740 SW 1st St Miami,FL,33135,Great,4.6,4.5,4.4,4.5,4.6,4.6,Red,Gray,Front-wheel Drive,28,38,Gasoline,6-Speed Automatic with Shiftronic,1.8L 4-Cylinder DOHC 16V Dual CVVT,5NPDH4AE1LH144703,8265,61455
2013,Hyundai,Elantra Limited,Used,"$13,000 ",4.4,329,Dealer,Equity Auto Center Bell Road,1.8,94,1645 W Bell Rd Phoenix,AZ,85023,Good,4.4,4.4,4.2,4.4,4.6,4.5,Desert Bronze,Beige,Front-wheel Drive,28,38,Gasoline,6-Speed Automatic,1.8L I4 16V MPFI DOHC,5NPDH4AE9DH258599,17270,56326
2014,Hyundai,Elantra SE,Used,"$13,999 ",4.5,132,Dealer,Off Lease Only Orlando,4.9,27824,8443 McCoy Road Orlando,FL,32822,Fair,4.5,4.6,4.4,4.5,4.7,4.5,Venetian Red,Gray,Front-wheel Drive,28,38,Gasoline,6-Speed Automatic,1.8L I4 16V MPFI DOHC,5NPDH4AE3EH470559,O366426A,67737
